area::barracks::28	Barracks	軍營	0	"[""indoor""]"	[]	blizzhackers/d2data	True	"{""level_hell"": 59, ""monster_density_hell"": 680}"
area::black-marsh::6	Black Marsh	黑色荒地	0	"[""outdoor"", ""waypoint""]"	[]	blizzhackers/d2data	True	"{""level_hell"": 56, ""monster_density_hell"": 520}"
area::blood-moor::2	Blood Moor	鮮血荒地	0	"[""outdoor""]"	[]	blizzhackers/d2data	True	"{""level_hell"": 51, ""monster_density_hell"": 520}"
area::burial-grounds::17	Burial Grounds	埋骨之地	0	"[""outdoor""]"	[]	blizzhackers/d2data	True	"{""level_hell"": 53, ""monster_density_hell"": 520}"
area::catacombs-level-1::34	Catacombs Level 1	地下墓穴第一層	0	"[""indoor""]"	[]	blizzhackers/d2data	True	"{""level_hell"": 61, ""monster_density_hell"": 680}"
area::catacombs-level-2::35	Catacombs Level 2	地下墓穴第二層	0	"[""indoor"", ""waypoint""]"	[]	blizzhackers/d2data	True	"{""level_hell"": 61, ""monster_density_hell"": 680}"
area::catacombs-level-3::36	Catacombs Level 3	地下墓穴第三層	0	"[""indoor""]"	[]	blizzhackers/d2data	True	"{""level_hell"": 62, ""monster_density_hell"": 680}"
area::catacombs-level-4::37	Catacombs Level 4	地下墓穴第四層	0	"[""indoor""]"	[]	blizzhackers/d2data	True	"{""level_hell"": 62, ""monster_density_hell"": 680}"
area::cathedral::33	Cathedral	大教堂	0	"[""indoor""]"	[]	blizzhackers/d2data	True	"{""level_hell"": 61, ""monster_density_hell"": 680}"
area::cave-level-1::9	Cave Level 1	洞窟第一層	0	"[""indoor""]"	[]	blizzhackers/d2data	True	"{""level_hell"": 52, ""monster_density_hell"": 600}"
area::cave-level-2::13	Cave Level 2	洞窟第二層	0	"[""indoor""]"	[]	blizzhackers/d2data	True	"{""level_hell"": 52, ""monster_density_hell"": 600}"
area::cold-plains::3	Cold Plains	冰冷之原	0	"[""outdoor"", ""waypoint""]"	[]	blizzhackers/d2data	True	"{""level_hell"": 52, ""monster_density_hell"": 520}"
area::crypt::18	Crypt	墓地	0	"[""indoor""]"	[]	blizzhackers/d2data	True	"{""level_hell"": 53, ""monster_density_hell"": 1056}"
area::dark-wood::5	Dark Wood	黑暗森林	0	"[""outdoor"", ""waypoint""]"	[]	blizzhackers/d2data	True	"{""level_hell"": 55, ""monster_density_hell"": 520}"
area::den-of-evil::8	Den of Evil	邪惡洞窟	0	"[""indoor""]"	[]	blizzhackers/d2data	True	"{""level_hell"": 51, ""monster_density_hell"": 600}"
area::forgotten-tower::20	Forgotten Tower	遺忘之塔	0	"[""indoor""]"	[]	blizzhackers/d2data	True	"{""level_hell"": 57, ""monster_density_hell"": 0}"
area::hole-level-1::11	Hole Level 1	地洞第一層	0	"[""indoor""]"	[]	blizzhackers/d2data	True	"{""level_hell"": 55, ""monster_density_hell"": 600}"
area::hole-level-2::15	Hole Level 2	地洞第二層	0	"[""indoor""]"	[]	blizzhackers/d2data	True	"{""level_hell"": 55, ""monster_density_hell"": 600}"
area::inner-cloister::32	Inner Cloister	內側迴廊	0	"[""outdoor"", ""waypoint""]"	[]	blizzhackers/d2data	True	"{""level_hell"": 60, ""monster_density_hell"": 720}"
area::jail-level-1::29	Jail Level 1	監牢第一層	0	"[""indoor"", ""waypoint""]"	[]	blizzhackers/d2data	True	"{""level_hell"": 60, ""monster_density_hell"": 680}"
area::jail-level-2::30	Jail Level 2	監牢第二層	0	"[""indoor""]"	[]	blizzhackers/d2data	True	"{""level_hell"": 60, ""monster_density_hell"": 680}"
area::jail-level-3::31	Jail Level 3	監牢第三層	0	"[""indoor""]"	[]	blizzhackers/d2data	True	"{""level_hell"": 60, ""monster_density_hell"": 680}"
area::mausoleum::19	Mausoleum	大陵寢	0	"[""indoor""]"	[]	blizzhackers/d2data	True	"{""level_hell"": 53, ""monster_density_hell"": 1056}"
area::monastery-gate::26	Monastery Gate	僧院大門	0	"[""outdoor""]"	[]	blizzhackers/d2data	True	"{""level_hell"": 58, ""monster_density_hell"": 600}"
area::outer-cloister::27	Outer Cloister	外側迴廊	0	"[""outdoor"", ""waypoint""]"	[]	blizzhackers/d2data	True	"{""level_hell"": 59, ""monster_density_hell"": 600}"
area::pit-level-1::12	Pit Level 1	地穴第一層	0	"[""indoor""]"	[]	blizzhackers/d2data	True	"{""level_hell"": 57, ""monster_density_hell"": 600}"
area::pit-level-2::16	Pit Level 2	地穴第二層	0	"[""indoor""]"	[]	blizzhackers/d2data	True	"{""level_hell"": 57, ""monster_density_hell"": 600}"
area::rogue-encampment::1	Rogue Encampment	蘿格營地	0	"[""outdoor"", ""waypoint""]"	[]	blizzhackers/d2data	True	"{""level_hell"": 50, ""monster_density_hell"": 0}"
area::stony-field::4	Stony Field	石塊曠野	0	"[""outdoor"", ""waypoint""]"	[]	blizzhackers/d2data	True	"{""level_hell"": 54, ""monster_density_hell"": 520}"
area::tamoe-highland::7	Tamoe Highland	泰摩高地	0	"[""outdoor""]"	[]	blizzhackers/d2data	True	"{""level_hell"": 58, ""monster_density_hell"": 520}"
area::the-secret-cow-level::39	The Secret Cow Level	秘密母牛關卡	0	"[""outdoor""]"	[]	blizzhackers/d2data	True	"{""level_hell"": 78, ""monster_density_hell"": 800}"
area::tower-cellar-level-1::21	Tower Cellar Level 1	高塔地牢第一層	0	"[""indoor""]"	[]	blizzhackers/d2data	True	"{""level_hell"": 57, ""monster_density_hell"": 1024}"
area::tower-cellar-level-2::22	Tower Cellar Level 2	高塔地牢第二層	0	"[""indoor""]"	[]	blizzhackers/d2data	True	"{""level_hell"": 57, ""monster_density_hell"": 1024}"
area::tower-cellar-level-3::23	Tower Cellar Level 3	高塔地牢第三層	0	"[""indoor""]"	[]	blizzhackers/d2data	True	"{""level_hell"": 57, ""monster_density_hell"": 1024}"
area::tower-cellar-level-4::24	Tower Cellar Level 4	高塔地牢第四層	0	"[""indoor""]"	[]	blizzhackers/d2data	True	"{""level_hell"": 57, ""monster_density_hell"": 1024}"
area::tower-cellar-level-5::25	Tower Cellar Level 5	高塔地牢第五層	0	"[""indoor""]"	[]	blizzhackers/d2data	True	"{""level_hell"": 57, ""monster_density_hell"": 1024}"
area::tristram::38	Tristram	崔斯特瑞姆	0	"[""outdoor""]"	[]	blizzhackers/d2data	True	"{""level_hell"": 56, ""monster_density_hell"": 520}"
area::underground-passage-level-1::10	Underground Passage Level 1	地底通道第一層	0	"[""indoor""]"	[]	blizzhackers/d2data	True	"{""level_hell"": 54, ""monster_density_hell"": 600}"
area::underground-passage-level-2::14	Underground Passage Level 2	地底通道第二層	0	"[""indoor""]"	[]	blizzhackers/d2data	True	"{""level_hell"": 54, ""monster_density_hell"": 600}"
area::ancient-tunnels::65	Ancient Tunnels	古代通道	1	"[""indoor""]"	[]	blizzhackers/d2data	True	"{""level_hell"": 67, ""monster_density_hell"": 680}"
area::arcane-sanctuary::74	Arcane Sanctuary	神秘庇難所	1	"[""indoor"", ""waypoint""]"	[]	blizzhackers/d2data	True	"{""level_hell"": 64, ""monster_density_hell"": 990}"
area::canyon-of-the-magi::46	Canyon of the Magi	術士的峽谷	1	"[""outdoor"", ""waypoint""]"	[]	blizzhackers/d2data	True	"{""level_hell"": 66, ""monster_density_hell"": 880}"
area::claw-viper-temple-level-1::58	Claw Viper Temple Level 1	利爪腹蛇神殿第一層	1	"[""indoor""]"	[]	blizzhackers/d2data	True	"{""level_hell"": 64, ""monster_density_hell"": 2200}"
area::claw-viper-temple-level-2::61	Claw Viper Temple Level 2	利爪腹蛇神殿第二層	1	"[""indoor""]"	[]	blizzhackers/d2data	True	"{""level_hell"": 64, ""monster_density_hell"": 2200}"
area::dry-hills::42	Dry Hills	乾燥的高地	1	"[""outdoor"", ""waypoint""]"	[]	blizzhackers/d2data	True	"{""level_hell"": 65, ""monster_density_hell"": 880}"
area::far-oasis::43	Far Oasis	遙遠的綠洲	1	"[""outdoor"", ""waypoint""]"	[]	blizzhackers/d2data	True	"{""level_hell"": 66, ""monster_density_hell"": 880}"
area::halls-of-the-dead-level-1::56	Halls of the Dead Level 1	死亡之殿第一層	1	"[""indoor""]"	[]	blizzhackers/d2data	True	"{""level_hell"": 62, ""monster_density_hell"": 2200}"
area::halls-of-the-dead-level-2::57	Halls of the Dead Level 2	死亡之殿第二層	1	"[""indoor"", ""waypoint""]"	[]	blizzhackers/d2data	True	"{""level_hell"": 63, ""monster_density_hell"": 2200}"
area::halls-of-the-dead-level-3::60	Halls of the Dead Level 3	死亡之殿第三層	1	"[""indoor""]"	[]	blizzhackers/d2data	True	"{""level_hell"": 63, ""monster_density_hell"": 2200}"
area::harem-level-1::50	Harem Level 1	女眷住處第一層	1	"[""indoor""]"	[]	blizzhackers/d2data	True	"{""level_hell"": 50, ""monster_density_hell"": 0}"
area::harem-level-2::51	Harem Level 2	女眷住處第二層	1	"[""indoor""]"	[]	blizzhackers/d2data	True	"{""level_hell"": 63, ""monster_density_hell"": 2200}"
area::lost-city::44	Lost City	遺失的城市	1	"[""outdoor"", ""waypoint""]"	[]	blizzhackers/d2data	True	"{""level_hell"": 67, ""monster_density_hell"": 880}"
area::lut-gholein::40	Lut Gholein	魯.高因	1	"[""outdoor"", ""waypoint""]"	[]	blizzhackers/d2data	True	"{""level_hell"": 50, ""monster_density_hell"": 0}"
area::maggot-lair-level-1::62	Maggot Lair Level 1	蛆蟲巢穴第一層	1	"[""indoor""]"	[]	blizzhackers/d2data	True	"{""level_hell"": 67, ""monster_density_hell"": 990}"
area::maggot-lair-level-2::63	Maggot Lair Level 2	蛆蟲巢穴第二層	1	"[""indoor""]"	[]	blizzhackers/d2data	True	"{""level_hell"": 67, ""monster_density_hell"": 990}"
area::maggot-lair-level-3::64	Maggot Lair Level 3	蛆蟲巢穴第三層	1	"[""indoor""]"	[]	blizzhackers/d2data	True	"{""level_hell"": 67, ""monster_density_hell"": 990}"
area::palace-cellar-level-1::52	Palace Cellar Level 1	皇宮監牢第一層	1	"[""indoor"", ""waypoint""]"	[]	blizzhackers/d2data	True	"{""level_hell"": 63, ""monster_density_hell"": 2200}"
area::palace-cellar-level-2::53	Palace Cellar Level 2	皇宮監牢第二層	1	"[""indoor""]"	[]	blizzhackers/d2data	True	"{""level_hell"": 63, ""monster_density_hell"": 2200}"
area::palace-cellar-level-3::54	Palace Cellar Level 3	皇宮監牢第三層	1	"[""indoor""]"	[]	blizzhackers/d2data	True	"{""level_hell"": 63, ""monster_density_hell"": 2200}"
area::rocky-waste::41	Rocky Waste	碎石荒地	1	"[""outdoor""]"	[]	blizzhackers/d2data	True	"{""level_hell"": 64, ""monster_density_hell"": 880}"
area::sewers-level-1::47	Sewers Level 1	下水道第一層	1	"[""indoor""]"	[]	blizzhackers/d2data	True	"{""level_hell"": 63, ""monster_density_hell"": 680}"
area::sewers-level-2::48	Sewers Level 2	下水道第二層	1	"[""indoor"", ""waypoint""]"	[]	blizzhackers/d2data	True	"{""level_hell"": 63, ""monster_density_hell"": 680}"
area::sewers-level-3::49	Sewers Level 3	下水道第三層	1	"[""indoor""]"	[]	blizzhackers/d2data	True	"{""level_hell"": 64, ""monster_density_hell"": 680}"
area::stony-tomb-level-1::55	Stony Tomb Level 1	石製古墓第一層	1	"[""indoor""]"	[]	blizzhackers/d2data	True	"{""level_hell"": 62, ""monster_density_hell"": 2200}"
area::stony-tomb-level-2::59	Stony Tomb Level 2	石製古墓第二層	1	"[""indoor""]"	[]	blizzhackers/d2data	True	"{""level_hell"": 62, ""monster_density_hell"": 2200}"
area::tal-rasha-s-chamber::73	Tal Rasha's Chamber	都瑞爾的房間	1	"[""indoor""]"	[]	blizzhackers/d2data	True	"{""level_hell"": 67, ""monster_density_hell"": 2200}"
area::tal-rasha-s-tomb::66	Tal Rasha's Tomb	塔.拉夏的古墓	1	"[""indoor""]"	[]	blizzhackers/d2data	True	"{""level_hell"": 67, ""monster_density_hell"": 2200}"
area::tal-rasha-s-tomb::67	Tal Rasha's Tomb	塔.拉夏的古墓	1	"[""indoor""]"	[]	blizzhackers/d2data	True	"{""level_hell"": 67, ""monster_density_hell"": 2200}"
area::tal-rasha-s-tomb::68	Tal Rasha's Tomb	塔.拉夏的古墓	1	"[""indoor""]"	[]	blizzhackers/d2data	True	"{""level_hell"": 67, ""monster_density_hell"": 2200}"
area::tal-rasha-s-tomb::69	Tal Rasha's Tomb	塔.拉夏的古墓	1	"[""indoor""]"	[]	blizzhackers/d2data	True	"{""level_hell"": 67, ""monster_density_hell"": 2200}"
area::tal-rasha-s-tomb::70	Tal Rasha's Tomb	塔.拉夏的古墓	1	"[""indoor""]"	[]	blizzhackers/d2data	True	"{""level_hell"": 67, ""monster_density_hell"": 2200}"
area::tal-rasha-s-tomb::71	Tal Rasha's Tomb	塔.拉夏的古墓	1	"[""indoor""]"	[]	blizzhackers/d2data	True	"{""level_hell"": 67, ""monster_density_hell"": 2200}"
area::tal-rasha-s-tomb::72	Tal Rasha's Tomb	塔.拉夏的古墓	1	"[""indoor""]"	[]	blizzhackers/d2data	True	"{""level_hell"": 67, ""monster_density_hell"": 2200}"
area::valley-of-snakes::45	Valley of Snakes	群蛇峽谷	1	"[""outdoor""]"	[]	blizzhackers/d2data	True	"{""level_hell"": 68, ""monster_density_hell"": 880}"
area::arachnid-lair::84	Arachnid Lair	蜘蛛巢穴	2	"[""indoor""]"	[]	blizzhackers/d2data	True	"{""level_hell"": 71, ""monster_density_hell"": 700}"
area::disused-fane::95	Disused Fane	廢棄的寺院	2	"[""indoor""]"	[]	blizzhackers/d2data	True	"{""level_hell"": 73, ""monster_density_hell"": 990}"
area::disused-reliquary::99	Disused Reliquary	廢棄的聖物	2	"[""indoor""]"	[]	blizzhackers/d2data	True	"{""level_hell"": 74, ""monster_density_hell"": 990}"
area::durance-of-hate-level-1::100	Durance of Hate Level 1	憎恨的囚牢第一層	2	"[""indoor""]"	[]	blizzhackers/d2data	True	"{""level_hell"": 75, ""monster_density_hell"": 800}"
area::durance-of-hate-level-2::101	Durance of Hate Level 2	憎恨的囚牢第二層	2	"[""indoor"", ""waypoint""]"	[]	blizzhackers/d2data	True	"{""level_hell"": 75, ""monster_density_hell"": 800}"
area::durance-of-hate-level-3::102	Durance of Hate Level 3	憎恨的囚牢第三層	2	"[""indoor""]"	[]	blizzhackers/d2data	True	"{""level_hell"": 75, ""monster_density_hell"": 800}"
area::flayer-dungeon-level-1::88	Flayer Dungeon Level 1	剝皮地窖第一層	2	"[""indoor""]"	[]	blizzhackers/d2data	True	"{""level_hell"": 72, ""monster_density_hell"": 700}"
area::flayer-dungeon-level-2::89	Flayer Dungeon Level 2	剝皮地窖第二層	2	"[""indoor""]"	[]	blizzhackers/d2data	True	"{""level_hell"": 72, ""monster_density_hell"": 700}"
area::flayer-dungeon-level-3::91	Flayer Dungeon Level 3	剝皮地窖第三層	2	"[""indoor""]"	[]	blizzhackers/d2data	True	"{""level_hell"": 72, ""monster_density_hell"": 700}"
area::flayer-jungle::78	Flayer Jungle	剝皮叢林	2	"[""outdoor"", ""waypoint""]"	[]	blizzhackers/d2data	True	"{""level_hell"": 72, ""monster_density_hell"": 650}"
area::forgotten-reliquary::96	Forgotten Reliquary	遺忘的聖物	2	"[""indoor""]"	[]	blizzhackers/d2data	True	"{""level_hell"": 73, ""monster_density_hell"": 990}"
area::forgotten-temple::97	Forgotten Temple	遺忘神殿	2	"[""indoor""]"	[]	blizzhackers/d2data	True	"{""level_hell"": 74, ""monster_density_hell"": 990}"
area::great-marsh::77	Great Marsh	龐大濕地	2	"[""outdoor"", ""waypoint""]"	[]	blizzhackers/d2data	True	"{""level_hell"": 71, ""monster_density_hell"": 650}"
area::kurast-bazaar::80	Kurast Bazaar	庫拉斯特商場	2	"[""outdoor"", ""waypoint""]"	[]	blizzhackers/d2data	True	"{""level_hell"": 72, ""monster_density_hell"": 325}"
area::kurast-causeway::82	Kurast Causeway	庫拉斯特堤道	2	"[""outdoor""]"	[]	blizzhackers/d2data	True	"{""level_hell"": 74, ""monster_density_hell"": 325}"
area::kurast-docks::75	Kurast Docks	庫拉斯特海港	2	"[""outdoor"", ""waypoint""]"	[]	blizzhackers/d2data	True	"{""level_hell"": 50, ""monster_density_hell"": 0}"
area::lower-kurast::79	Lower Kurast	庫拉斯特下層	2	"[""outdoor"", ""waypoint""]"	[]	blizzhackers/d2data	True	"{""level_hell"": 72, ""monster_density_hell"": 325}"
area::ruined-fane::98	Ruined Fane	殘破的寺院	2	"[""indoor""]"	[]	blizzhackers/d2data	True	"{""level_hell"": 74, ""monster_density_hell"": 990}"
area::ruined-temple::94	Ruined Temple	殘破神殿	2	"[""indoor""]"	[]	blizzhackers/d2data	True	"{""level_hell"": 73, ""monster_density_hell"": 990}"
area::sewers-level-1::92	Sewers Level 1	下水道第一層	2	"[""indoor""]"	[]	blizzhackers/d2data	True	"{""level_hell"": 73, ""monster_density_hell"": 650}"
area::sewers-level-2::93	Sewers Level 2	下水道第二層	2	"[""indoor""]"	[]	blizzhackers/d2data	True	"{""level_hell"": 74, ""monster_density_hell"": 650}"
area::spider-cavern::85	Spider Cavern	蜘蛛洞窟	2	"[""indoor""]"	[]	blizzhackers/d2data	True	"{""level_hell"": 71, ""monster_density_hell"": 700}"
area::spider-forest::76	Spider Forest	蜘蛛森林	2	"[""outdoor"", ""waypoint""]"	[]	blizzhackers/d2data	True	"{""level_hell"": 71, ""monster_density_hell"": 650}"
area::swampy-pit-level-1::86	Swampy Pit Level 1	沼澤地洞第一層	2	"[""indoor""]"	[]	blizzhackers/d2data	True	"{""level_hell"": 71, ""monster_density_hell"": 700}"
area::swampy-pit-level-2::87	Swampy Pit Level 2	沼澤地洞第二層	2	"[""indoor""]"	[]	blizzhackers/d2data	True	"{""level_hell"": 71, ""monster_density_hell"": 700}"
area::swampy-pit-level-3::90	Swampy Pit Level 3	沼澤地洞第三層	2	"[""indoor""]"	[]	blizzhackers/d2data	True	"{""level_hell"": 71, ""monster_density_hell"": 700}"
area::travincal::83	Travincal	崔凡克	2	"[""outdoor"", ""waypoint""]"	[]	blizzhackers/d2data	True	"{""level_hell"": 74, ""monster_density_hell"": 325}"
area::upper-kurast::81	Upper Kurast	庫拉斯特上層	2	"[""outdoor"", ""waypoint""]"	[]	blizzhackers/d2data	True	"{""level_hell"": 73, ""monster_density_hell"": 325}"
area::city-of-the-damned::106	City of the Damned	神罰之城	3	"[""outdoor"", ""waypoint""]"	[]	blizzhackers/d2data	True	"{""level_hell"": 77, ""monster_density_hell"": 800}"
area::outer-steppes::104	Outer Steppes	郊外大草原	3	"[""outdoor""]"	[]	blizzhackers/d2data	True	"{""level_hell"": 76, ""monster_density_hell"": 800}"
area::plains-of-despair::105	Plains of Despair	絕望平原	3	"[""outdoor""]"	[]	blizzhackers/d2data	True	"{""level_hell"": 76, ""monster_density_hell"": 800}"
area::river-of-flame::107	River of Flame	火焰之河	3	"[""outdoor"", ""waypoint""]"	[]	blizzhackers/d2data	True	"{""level_hell"": 77, ""monster_density_hell"": 800}"
area::the-chaos-sanctuary::108	The Chaos Sanctuary	混沌庇難所	3	"[""outdoor""]"	[]	blizzhackers/d2data	True	"{""level_hell"": 78, ""monster_density_hell"": 800}"
area::the-pandemonium-fortress::103	The Pandemonium Fortress	群魔堡壘	3	"[""outdoor"", ""waypoint""]"	[]	blizzhackers/d2data	True	"{""level_hell"": 50, ""monster_density_hell"": 0}"
area::abaddon::125	Abaddon	艾巴當	4	"[""outdoor""]"	"[""lvl85""]"	blizzhackers/d2data	True	"{""level_hell"": 89, ""monster_density_hell"": 800}"
area::arreat-plateau::112	Arreat Plateau	亞瑞特高原	4	"[""outdoor"", ""waypoint""]"	[]	blizzhackers/d2data	True	"{""level_hell"": 76, ""monster_density_hell"": 350}"
area::arreat-summit::120	Arreat Summit	亞瑞特山脈顛峰	4	"[""outdoor""]"	[]	blizzhackers/d2data	True	"{""level_hell"": 77, ""monster_density_hell"": 0}"
area::bloody-foothills::110	Bloody Foothills	血腥丘陵	4	"[""outdoor""]"	[]	blizzhackers/d2data	True	"{""level_hell"": 74, ""monster_density_hell"": 650}"
area::colossalsummit::137	ColossalSummit	ColossalSummit	4	"[""outdoor""]"	[]	blizzhackers/d2data	True	"{""level_hell"": 77, ""monster_density_hell"": 0}"
area::crystalline-passage::113	Crystalline Passage	水晶通道	4	"[""indoor"", ""waypoint""]"	[]	blizzhackers/d2data	True	"{""level_hell"": 79, ""monster_density_hell"": 700}"
area::drifter-cavern::116	Drifter Cavern	漂泊者洞穴	4	"[""indoor""]"	[]	blizzhackers/d2data	True	"{""level_hell"": 79, ""monster_density_hell"": 600}"
area::forgotten-sands::134	Forgotten Sands	遺忘沙漠	4	"[""outdoor""]"	[]	blizzhackers/d2data	True	"{""level_hell"": 83, ""monster_density_hell"": 880}"
area::frigid-highlands::111	Frigid Highlands	冰凍高地	4	"[""outdoor"", ""waypoint""]"	[]	blizzhackers/d2data	True	"{""level_hell"": 75, ""monster_density_hell"": 450}"
area::frozen-river::114	Frozen River	冰河	4	"[""indoor""]"	[]	blizzhackers/d2data	True	"{""level_hell"": 79, ""monster_density_hell"": 800}"
area::frozen-tundra::117	Frozen Tundra	冰凍苔原	4	"[""outdoor"", ""waypoint""]"	[]	blizzhackers/d2data	True	"{""level_hell"": 77, ""monster_density_hell"": 550}"
area::furnace-of-pain::135	Furnace of Pain	痛苦熔爐	4	"[""outdoor""]"	[]	blizzhackers/d2data	True	"{""level_hell"": 83, ""monster_density_hell"": 800}"
area::glacial-trail::115	Glacial Trail	冰河路徑	4	"[""indoor"", ""waypoint""]"	[]	blizzhackers/d2data	True	"{""level_hell"": 79, ""monster_density_hell"": 700}"
area::halls-of-anguish::122	Halls of Anguish	悲痛之廳	4	"[""indoor""]"	[]	blizzhackers/d2data	True	"{""level_hell"": 83, ""monster_density_hell"": 700}"
area::halls-of-pain::123	Halls of Pain	痛苦之廳	4	"[""indoor"", ""waypoint""]"	[]	blizzhackers/d2data	True	"{""level_hell"": 84, ""monster_density_hell"": 700}"
area::halls-of-vaught::124	Halls of Vaught	瓦特之廳	4	"[""indoor""]"	"[""lvl85""]"	blizzhackers/d2data	True	"{""level_hell"": 86, ""monster_density_hell"": 700}"
area::harrogath::109	Harrogath	哈洛加斯	4	"[""outdoor"", ""waypoint""]"	[]	blizzhackers/d2data	True	"{""level_hell"": 0, ""monster_density_hell"": 0}"
area::icy-cellar::119	Icy Cellar	冰窖	4	"[""indoor""]"	[]	blizzhackers/d2data	True	"{""level_hell"": 79, ""monster_density_hell"": 650}"
area::infernal-pit::127	Infernal Pit	地獄魔窟	4	"[""outdoor""]"	"[""lvl85""]"	blizzhackers/d2data	True	"{""level_hell"": 89, ""monster_density_hell"": 700}"
area::matron-s-den::133	Matron's Den	主母巢穴	4	"[""indoor""]"	[]	blizzhackers/d2data	True	"{""level_hell"": 83, ""monster_density_hell"": 1056}"
area::nihlathak-s-temple::121	Nihlathak's Temple	尼拉塞克的神殿	4	"[""indoor""]"	[]	blizzhackers/d2data	True	"{""level_hell"": 82, ""monster_density_hell"": 0}"
area::pit-of-acheron::126	Pit of Acheron	冥河之洞	4	"[""outdoor""]"	"[""lvl85""]"	blizzhackers/d2data	True	"{""level_hell"": 89, ""monster_density_hell"": 800}"
area::the-ancients-way::118	The Ancients' Way	遠古之路	4	"[""indoor"", ""waypoint""]"	[]	blizzhackers/d2data	True	"{""level_hell"": 79, ""monster_density_hell"": 650}"
area::the-worldstone-chamber::132	The Worldstone Chamber	世界之石大殿	4	"[""indoor""]"	[]	blizzhackers/d2data	True	"{""level_hell"": 0, ""monster_density_hell"": 0}"
area::throne-of-destruction::131	Throne of Destruction	毀減的王座	4	"[""indoor""]"	"[""lvl85""]"	blizzhackers/d2data	True	"{""level_hell"": 93, ""monster_density_hell"": 700}"
area::tristram::136	Tristram	崔斯特瑞姆	4	"[""outdoor""]"	[]	blizzhackers/d2data	True	"{""level_hell"": 83, ""monster_density_hell"": 0}"
area::worldstone-keep-level-1::128	Worldstone Keep Level 1	世界之石要塞第一層	4	"[""indoor""]"	"[""lvl85""]"	blizzhackers/d2data	True	"{""level_hell"": 89, ""monster_density_hell"": 700}"
area::worldstone-keep-level-2::129	Worldstone Keep Level 2	世界之石要塞第二層	4	"[""indoor"", ""waypoint""]"	"[""lvl85""]"	blizzhackers/d2data	True	"{""level_hell"": 90, ""monster_density_hell"": 700}"
area::worldstone-keep-level-3::130	Worldstone Keep Level 3	世界之石要塞第三層	4	"[""indoor""]"	"[""lvl85""]"	blizzhackers/d2data	True	"{""level_hell"": 92, ""monster_density_hell"": 700}"
